import time: self [us] | cumulative | imported package
import time:       758 |        758 |       torch.distributions.uniform
import time:       753 |       3178 |     torch.distributions.gumbel
import time:       811 |        811 |     torch.distributions.half_cauchy
import time:       762 |        762 |       torch.distributions.normal
import time:       787 |       1548 |     torch.distributions.half_normal
import time:       753 |        753 |     torch.distributions.inverse_gamma
import time:       645 |        645 |       torch.distributions.laplace
import time:       905 |        905 |         torch.distributions.multivariate_normal
import time:       933 |       1837 |       torch.distributions.lowrank_multivariate_normal
import time:       964 |        964 |       torch.distributions.one_hot_categorical
import time:       779 |        779 |       torch.distributions.pareto
import time:       894 |        894 |       torch.distributions.poisson
